rank,score,priority,sla_hours,owner,product,scanner,title,severity,cve,cwe,endpoint,parameter,epss_score,epss_percentile,epss_trend,kev,kev_date,exploit_available,exploit_source,escalation_potential,package,fixed_version,description,remediation_summary
559,24.0,P4,720,appsec-legacy,bwapp,trivy,OpenSSL: OOB read in TS_OBJ_print_bio(),low,CVE-2016-2180,CWE-125,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libssl1.0.0,1.0.1f-1ubuntu2.20,"The TS_OBJ_print_bio function in crypto/ts/ts_lib.c in the X.509 Public Key Infrastructure Time-Stamp Protocol (TSP) implementation in OpenSSL through 1.0.2h allows remote attackers to cause a denial of service (out-of-bounds read and application crash) via a crafted time-stamp file that is mishandled by the ""openssl ts"" command.","[first_aid] Apply the vendor security patch for CVE-2016-2180; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.20 (fixed version) in the image and rebuild/redep | [scanner_guidance] Upgrade libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.20"
560,24.0,P4,720,appsec-legacy,bwapp,trivy,SSL/TLS: Birthday attack against 64-bit block ciphers (SWEET32),low,CVE-2016-2183,CWE-200,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.513,libssl1.0.0,1.0.1f-1ubuntu2.20,"The DES and Triple DES ciphers, as used in the TLS, SSH, and IPSec protocols and other protocols and products, have a birthday bound of approximately four billion blocks, which makes it easier for remote attackers to obtain cleartext data via a birthday attack against a long-duration encrypted session, as demonstrated by an HTTPS session using Triple DES in CBC mode, aka a ""Sweet32"" attack.","[first_aid] Apply the vendor security patch for CVE-2016-2183; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.20 (fixed version) in the image and rebuild/redep | [scanner_guidance] Upgrade libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.20"
561,24.0,P4,720,appsec-legacy,bwapp,trivy,openssl: Insufficient TLS session ticket HMAC length checks,low,CVE-2016-6302,CWE-20,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libssl1.0.0,1.0.1f-1ubuntu2.20,"The tls_decrypt_ticket function in ssl/t1_lib.c in OpenSSL before 1.1.0 does not consider the HMAC size during validation of the ticket length, which allows remote attackers to cause a denial of service via a ticket that is too short.","[first_aid] Apply the vendor security patch for CVE-2016-6302; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.20 (fixed version) in the image and rebuild/redep | [scanner_guidance] Upgrade libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.20"
562,24.0,P4,720,appsec-legacy,bwapp,trivy,openssl: Malformed X.509 IPAdressFamily could cause OOB read,low,CVE-2017-3735,CWE-119,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libssl1.0.0,1.0.1f-1ubuntu2.23,"While parsing an IPAddressFamily extension in an X.509 certificate, it is possible to do a one-byte overread. This would result in an incorrect text display of the certificate. This bug has been present since 2006 and is present in all versions of OpenSSL before 1.0.2m and 1.1.0g.","[first_aid] Apply the vendor security patch for CVE-2017-3735; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.23 (fixed version) in the image and rebuild/redep | [scanner_guidance] Upgrade libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.23"
563,24.0,P4,720,appsec-legacy,bwapp,trivy,openssl: Malicious server can send large prime to client during DH(E) TLS handshake causing the client to hang,low,CVE-2018-0732,CWE-320,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libssl1.0.0,1.0.1f-1ubuntu2.26,During key agreement in a TLS handshake using a DH(E) based ciphersuite a malicious server can send a very large prime value to the client. This will cause the client to spend an unreasonably long period of time generating a key for this prime resulting in a hang until the client has finished. This could be exploited in a Denial Of Service attack. Fixed in OpenSSL 1.1.0i-dev (Affected 1.1.0-1.1.0h). Fixed in OpenSSL 1.0.2p-dev (Affected 1.0.2-1.0.2o).,"[first_aid] Apply the vendor security patch for CVE-2018-0732; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.26 (fixed version) in the image and rebuild/redep | [scanner_guidance] Upgrade libssl1.0.0 from 1.0.1f-1ubuntu2.16 to 1.0.1f-1ubuntu2.26"
564,24.0,P4,720,appsec-legacy,bwapp,trivy,libtasn1: NULL pointer dereference in the _asn1_check_identifier function,low,CVE-2017-10790,CWE-476,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libtasn1-6,3.4-3ubuntu0.6,The _asn1_check_identifier function in GNU Libtasn1 through 4.12 causes a NULL pointer dereference and crash when reading crafted input that triggers assignment of a NULL value within an asn1_node structure. It may lead to a remote denial of service attack.,"[first_aid] Apply the vendor security patch for CVE-2017-10790; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libtasn1-6 from 3.4-3ubuntu0.3 to 3.4-3ubuntu0.6 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade libtasn1-6 from 3.4-3ubuntu0.3 to 3.4-3ubuntu0.6"
565,24.0,P4,720,appsec-legacy,bwapp,trivy,libxml2: Buffer overflow in function xmlSnprintfElementContent,medium,CVE-2017-9047,CWE-119,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libxml2,2.9.1+dfsg1-3ubuntu4.10,"A buffer overflow was discovered in libxml2 20904-GITv2.9.4-16-g0741801. The function xmlSnprintfElementContent in valid.c is supposed to recursively dump the element content definition into a char buffer 'buf' of size 'size'. The variable len is assigned strlen(buf). If the content->type is XML_ELEMENT_CONTENT_ELEMENT, then (i) the content->prefix is appended to buf (if it actually fits) whereupon (ii) content->name is written to the buffer. However, the check for whether the content->name actually fits also uses 'len' rather than the updated buffer length strlen(buf). This allows us to write about ""size"" many bytes beyond the allocated memory. This vulnerability causes programs that use libxml2, such as PHP, to crash.","[first_aid] Apply the vendor security patch for CVE-2017-9047; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.10 (fixed version) in the image and rebuild/ | [scanner_guidance] Upgrade libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.10"
566,24.0,P4,720,appsec-legacy,bwapp,trivy,libxml2: Stack-based buffer overflow in function xmlSnprintfElementContent,medium,CVE-2017-9048,CWE-119,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libxml2,2.9.1+dfsg1-3ubuntu4.10,"libxml2 20904-GITv2.9.4-16-g0741801 is vulnerable to a stack-based buffer overflow. The function xmlSnprintfElementContent in valid.c is supposed to recursively dump the element content definition into a char buffer 'buf' of size 'size'. At the end of the routine, the function may strcat two more characters without checking whether the current strlen(buf) + 2 < size. This vulnerability causes programs that use libxml2, such as PHP, to crash.","[first_aid] Apply the vendor security patch for CVE-2017-9048; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.10 (fixed version) in the image and rebuild/ | [scanner_guidance] Upgrade libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.10"
567,24.0,P4,720,appsec-legacy,bwapp,trivy,libxml2: Heap-based buffer over-read in function xmlDictComputeFastKey,medium,CVE-2017-9049,CWE-125,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libxml2,2.9.1+dfsg1-3ubuntu4.10,"libxml2 20904-GITv2.9.4-16-g0741801 is vulnerable to a heap-based buffer over-read in the xmlDictComputeFastKey function in dict.c. This vulnerability causes programs that use libxml2, such as PHP, to crash. This vulnerability exists because of an incomplete fix for libxml2 Bug 759398.","[first_aid] Apply the vendor security patch for CVE-2017-9049; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.10 (fixed version) in the image and rebuild/ | [scanner_guidance] Upgrade libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.10"
568,24.0,P4,720,appsec-legacy,bwapp,trivy,libxml2: NULL pointer dereference in xmlXPathCompOpEval() function in xpath.c,medium,CVE-2018-14404,CWE-476,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libxml2,2.9.1+dfsg1-3ubuntu4.13,A NULL pointer dereference vulnerability exists in the xpath.c:xmlXPathCompOpEval() function of libxml2 through 2.9.8 when parsing an invalid XPath expression in the XPATH_OP_AND or XPATH_OP_OR case. Applications processing untrusted XSL format inputs with the use of the libxml2 library may be vulnerable to a denial of service attack due to a crash of the application.,"[first_aid] Apply the vendor security patch for CVE-2018-14404; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.13 (fixed version) in the image and rebuild/ | [scanner_guidance] Upgrade libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.13"
569,24.0,P4,720,appsec-legacy,bwapp,trivy,libxml2: heap-buffer overread in dict.c,low,CVE-2015-8806,,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,,libxml2,2.9.1+dfsg1-3ubuntu4.8,"dict.c in libxml2 allows remote attackers to cause a denial of service (heap-based buffer over-read and application crash) via an unexpected character immediately after the ""<!DOCTYPE html"" substring in a crafted HTML document.","[first_aid] Apply the vendor security patch for CVE-2015-8806; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.8 (fixed version) in the image and rebuild/r | [scanner_guidance] Upgrade libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.8"
570,24.0,P4,720,appsec-legacy,bwapp,trivy,libxml2: stack overflow before detecting invalid XML file,low,CVE-2016-3705,CWE-20,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libxml2,2.9.1+dfsg1-3ubuntu4.8,"The (1) xmlParserEntityCheck and (2) xmlParseAttValueComplex functions in parser.c in libxml2 2.9.3 do not properly keep track of the recursion depth, which allows context-dependent attackers to cause a denial of service (stack consumption and application crash) via a crafted XML document containing a large number of nested entity references.","[first_aid] Apply the vendor security patch for CVE-2016-3705; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.8 (fixed version) in the image and rebuild/r | [scanner_guidance] Upgrade libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.8"
571,24.0,P4,720,appsec-legacy,bwapp,trivy,libxml2: out-of-bounds read,low,CVE-2016-4483,CWE-502,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.912,libxml2,2.9.1+dfsg1-3ubuntu4.8,"The xmlBufAttrSerializeTxtContent function in xmlsave.c in libxml2 allows context-dependent attackers to cause a denial of service (out-of-bounds read and application crash) via a non-UTF-8 attribute value, related to serialization.  NOTE: this vulnerability may be a duplicate of CVE-2016-3627.","[first_aid] Apply the vendor security patch for CVE-2016-4483; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.8 (fixed version) in the image and rebuild/r | [scanner_guidance] Upgrade libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.8"
572,24.0,P4,720,appsec-legacy,bwapp,trivy,libxml2: Infinite recursion in parameter entities,low,CVE-2017-16932,CWE-835,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,libxml2,2.9.1+dfsg1-3ubuntu4.11,parser.c in libxml2 before 2.9.5 does not prevent infinite recursion in parameter entities.,"[first_aid] Apply the vendor security patch for CVE-2017-16932; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.11 (fixed version) in the image and rebuild/ | [scanner_guidance] Upgrade libxml2 from 2.9.1+dfsg1-3ubuntu4.7 to 2.9.1+dfsg1-3ubuntu4.11"
573,24.0,P4,720,appsec-legacy,bwapp,trivy,ntp: stack exhaustion in recursive traversal of restriction list,medium,CVE-2015-7978,CWE-400,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,ntpdate,1:4.2.6.p5+dfsg-3ubuntu2.14.04.10,"NTP before 4.2.8p6 and 4.3.0 before 4.3.90 allows a remote attackers to cause a denial of service (stack exhaustion) via an ntpdc relist command, which triggers recursive traversal of the restriction list.","[first_aid] Apply the vendor security patch for CVE-2015-7978; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.10 (fixed version) in th | [scanner_guidance] Upgrade ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.10"
574,24.0,P4,720,appsec-legacy,bwapp,trivy,ntp: missing check for zero originate timestamp,medium,CVE-2015-8138,CWE-20,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,ntpdate,1:4.2.6.p5+dfsg-3ubuntu2.14.04.10,NTP before 4.2.8p6 and 4.3.x before 4.3.90 allows remote attackers to bypass the origin timestamp validation via a packet with an origin timestamp set to zero.,"[first_aid] Apply the vendor security patch for CVE-2015-8138; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.10 (fixed version) in th | [scanner_guidance] Upgrade ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.10"
575,24.0,P4,720,appsec-legacy,bwapp,trivy,ntp: crypto-NAK preemptable association denial of service,medium,CVE-2016-1547,CWE-20,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,ntpdate,1:4.2.6.p5+dfsg-3ubuntu2.14.04.10,An off-path attacker can cause a preemptible client association to be demobilized in NTP 4.2.8p4 and earlier and NTPSec a5fb34b9cc89b92a8fef2f459004865c93bb7f92 by sending a crypto NAK packet to a victim client with a spoofed source address of an existing associated peer. This is true even if authentication is enabled.,"[first_aid] Apply the vendor security patch for CVE-2016-1547; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.10 (fixed version) in th | [scanner_guidance] Upgrade ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.10"
576,24.0,P4,720,appsec-legacy,bwapp,trivy,ntp: libntp message digest disclosure,medium,CVE-2016-1550,CWE-200,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.513,ntpdate,1:4.2.6.p5+dfsg-3ubuntu2.14.04.10,An exploitable vulnerability exists in the message authentication functionality of libntp in ntp 4.2.8p4 and NTPSec a5fb34b9cc89b92a8fef2f459004865c93bb7f92. An attacker can send a series of crafted messages to attempt to recover the message digest key.,"[first_aid] Apply the vendor security patch for CVE-2016-1550; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.10 (fixed version) in th | [scanner_guidance] Upgrade ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.10"
577,24.0,P4,720,appsec-legacy,bwapp,trivy,ntp: off-path denial of service on authenticated broadcast mode,low,CVE-2015-7979,CWE-19,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,ntpdate,1:4.2.6.p5+dfsg-3ubuntu2.14.04.10,NTP before 4.2.8p6 and 4.3.x before 4.3.90 allows remote attackers to cause a denial of service (client-server association tear down) by sending broadcast packets with invalid authentication to a broadcast client.,"[first_aid] Apply the vendor security patch for CVE-2015-7979; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.10 (fixed version) in th | [scanner_guidance] Upgrade ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.10"
578,24.0,P4,720,appsec-legacy,bwapp,trivy,ntp: partial processing of spoofed packets,low,CVE-2016-4954,CWE-362,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,ntpdate,1:4.2.6.p5+dfsg-3ubuntu2.14.04.10,"The process_packet function in ntp_proto.c in ntpd in NTP 4.x before 4.2.8p8 allows remote attackers to cause a denial of service (peer-variable modification) by sending spoofed packets from many source IP addresses in a certain scenario, as demonstrated by triggering an incorrect leap indication.","[first_aid] Apply the vendor security patch for CVE-2016-4954; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.10 (fixed version) in th | [scanner_guidance] Upgrade ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.10"
579,24.0,P4,720,appsec-legacy,bwapp,trivy,ntp: broadcast interleave (incomplete fix for CVE-2016-1548),low,CVE-2016-4956,,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,,ntpdate,1:4.2.6.p5+dfsg-3ubuntu2.14.04.10,ntpd in NTP 4.x before 4.2.8p8 allows remote attackers to cause a denial of service (interleaved-mode transition and time change) via a spoofed broadcast packet.  NOTE: this vulnerability exists because of an incomplete fix for CVE-2016-1548.,"[first_aid] Apply the vendor security patch for CVE-2016-4956; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.10 (fixed version) in th | [scanner_guidance] Upgrade ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.10"
580,24.0,P4,720,appsec-legacy,bwapp,trivy,ntp: Unauthenticated packet can reset authenticated interleaved association,low,CVE-2018-7185,,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,,ntpdate,1:4.2.6.p5+dfsg-3ubuntu2.14.04.13,"The protocol engine in ntp 4.2.6 before 4.2.8p11 allows a remote attackers to cause a denial of service (disruption) by continually sending a packet with a zero-origin timestamp and source IP address of the ""other side"" of an interleaved association causing the victim ntpd to reset its association.","[first_aid] Apply the vendor security patch for CVE-2018-7185; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.13 (fixed version) in th | [scanner_guidance] Upgrade ntpdate from 1:4.2.6.p5+dfsg-3ubuntu2.14.04.6 to 1:4.2.6.p5+dfsg-3ubuntu2.14.04.13"
581,24.0,P4,720,appsec-legacy,bwapp,trivy,openssh: Improper write operations in readonly mode allow for zero-length file creation,low,CVE-2017-15906,CWE-732,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,openssh-client,1:6.6p1-2ubuntu2.10,"The process_open function in sftp-server.c in OpenSSH before 7.6 does not properly prevent write operations in readonly mode, which allows attackers to create zero-length files.","[first_aid] Apply the vendor security patch for CVE-2017-15906; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package openssh-client from 1:6.6p1-2ubuntu2.6 to 1:6.6p1-2ubuntu2.10 (fixed version) in the image and rebuild/r | [scanner_guidance] Upgrade openssh-client from 1:6.6p1-2ubuntu2.6 to 1:6.6p1-2ubuntu2.10"
582,24.0,P4,720,appsec-legacy,bwapp,trivy,openssh: User enumeration via malformed packets in authentication requests,low,CVE-2018-15473,CWE-362,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,openssh-client,1:6.6p1-2ubuntu2.11,"OpenSSH through 7.7 is prone to a user enumeration vulnerability due to not delaying bailout for an invalid authenticating user until after the packet containing the request has been fully parsed, related to auth2-gss.c, auth2-hostbased.c, and auth2-pubkey.c.","[first_aid] Apply the vendor security patch for CVE-2018-15473; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package openssh-client from 1:6.6p1-2ubuntu2.6 to 1:6.6p1-2ubuntu2.11 (fixed version) in the image and rebuild/r | [scanner_guidance] Upgrade openssh-client from 1:6.6p1-2ubuntu2.6 to 1:6.6p1-2ubuntu2.11"
583,24.0,P4,720,appsec-legacy,bwapp,trivy,patch: NULL pointer dereference in pch.c:intuit_diff_type() causes a crash,low,CVE-2018-6951,CWE-476,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,patch,2.7.1-4ubuntu2.4,"An issue was discovered in GNU patch through 2.7.6. There is a segmentation fault, associated with a NULL pointer dereference, leading to a denial of service in the intuit_diff_type function in pch.c, aka a ""mangled rename"" issue.","[first_aid] Apply the vendor security patch for CVE-2018-6951; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package patch from 2.7.1-4ubuntu2.3 to 2.7.1-4ubuntu2.4 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade patch from 2.7.1-4ubuntu2.3 to 2.7.1-4ubuntu2.4"
584,24.0,P4,720,appsec-legacy,bwapp,trivy,perl: ambiguous environment variables handling,medium,CVE-2016-2381,CWE-20,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,perl,5.18.2-2ubuntu1.1,Perl might allow context-dependent attackers to bypass the taint protection mechanism in a child process via duplicate environment variables in envp.,"[first_aid] Apply the vendor security patch for CVE-2016-2381; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package perl from 5.18.2-2ubuntu1 to 5.18.2-2ubuntu1.1 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade perl from 5.18.2-2ubuntu1 to 5.18.2-2ubuntu1.1"
585,24.0,P4,720,appsec-legacy,bwapp,trivy,perl: Heap buffer overflow in regular expression compiler,medium,CVE-2017-12837,CWE-119,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,perl,5.18.2-2ubuntu1.3,Heap-based buffer overflow in the S_regatom function in regcomp.c in Perl 5 before 5.24.3-RC1 and 5.26.x before 5.26.1-RC1 allows remote attackers to cause a denial of service (out-of-bounds write) via a regular expression with a '\N{}' escape and the case-insensitive modifier.,"[first_aid] Apply the vendor security patch for CVE-2017-12837; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package perl from 5.18.2-2ubuntu1 to 5.18.2-2ubuntu1.3 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade perl from 5.18.2-2ubuntu1 to 5.18.2-2ubuntu1.3"
586,24.0,P4,720,appsec-legacy,bwapp,trivy,perl: regexp matching hangs indefinitely on illegal UTF-8 input,low,CVE-2015-8853,CWE-20,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.0,perl,5.18.2-2ubuntu1.4,"The (1) S_reghop3, (2) S_reghop4, and (3) S_reghopmaybe3 functions in regexec.c in Perl before 5.24.0 allow context-dependent attackers to cause a denial of service (infinite loop) via crafted utf-8 data, as demonstrated by ""a\x80.""","[first_aid] Apply the vendor security patch for CVE-2015-8853; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package perl from 5.18.2-2ubuntu1 to 5.18.2-2ubuntu1.4 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade perl from 5.18.2-2ubuntu1 to 5.18.2-2ubuntu1.4"
587,24.0,P4,720,appsec-legacy,bwapp,trivy,rsync: sanitization bypass in parse_argument in options.c,medium,CVE-2018-5764,,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,,rsync,3.1.0-2ubuntu0.4,"The parse_arguments function in options.c in rsyncd in rsync before 3.1.3 does not prevent multiple --protect-args uses, which allows remote attackers to bypass an argument-sanitization protection mechanism.","[first_aid] Apply the vendor security patch for CVE-2018-5764; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package rsync from 3.1.0-2ubuntu0.2 to 3.1.0-2ubuntu0.4 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade rsync from 3.1.0-2ubuntu0.2 to 3.1.0-2ubuntu0.4"
588,24.0,P4,720,appsec-legacy,bwapp,trivy,tar: Bypassing the extract path name,medium,CVE-2016-6321,CWE-22,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,0.798,tar,1.27.1-1ubuntu0.1,"Directory traversal vulnerability in the safer_name_suffix function in GNU tar 1.14 through 1.29 might allow remote attackers to bypass an intended protection mechanism and write to arbitrary files via vectors related to improper sanitization of the file_name parameter, aka POINTYFEATHER.","[first_aid] Apply the vendor security patch for CVE-2016-6321; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package tar from 1.27.1-1 to 1.27.1-1ubuntu0.1 (fixed version) in the image and rebuild/redeploy. | [scanner_guidance] Upgrade tar from 1.27.1-1 to 1.27.1-1ubuntu0.1"
589,23.8,P4,720,appsec-legacy,bwapp,trivy,mysql: unspecified vulnerability in subcomponent: Server: DML (CPU April 2016),medium,CVE-2016-0640,,raesene/bwapp:latest (ubuntu 14.04),,,,,False,,False,,,libmysqlclient18,5.5.49-0ubuntu0.14.04.1,"Unspecified vulnerability in Oracle MySQL 5.5.47 and earlier, 5.6.28 and earlier, and 5.7.10 and earlier and MariaDB before 5.5.48, 10.0.x before 10.0.24, and 10.1.x before 10.1.12 allows local users to affect integrity and availability via vectors related to DML.","[first_aid] Apply the vendor security patch for CVE-2016-0640; if unavailable, isolate the container and restrict egress. | [full_remediation] Upgrade package libmysqlclient18 from 5.5.47-0ubuntu0.14.04.1 to 5.5.49-0ubuntu0.14.04.1 (fixed version) in the image an | [scanner_guidance] Upgrade libmysqlclient18 from 5.5.47-0ubuntu0.14.04.1 to 5.5.49-0ubuntu0.14.04.1"
